"Section";"Article";"Contenu"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.17";".  Moteur à combustion interne:
1. Aucun moteur à combustion interne ne doit être utilisé à proximité d’endroits où se trouvent des
poussières ou des vapeurs inflammables ou explosives.
2. Les impuretés de l’air, produites à l’intérieur de toute construction fermée, doivent être éliminées dès
leur point d’origine, afin de réduire leur concentration à un taux inférieur aux valeurs limites indiquées à
l’annexe I du Règlement sur la santé et la sécurité du travail (chapitre S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 13).
3. Dès que le système de ventilation mécanique cesse de fonctionner, tout moteur à combustion interne
doit être immédiatement arrêté et n’être remis en marche que lorsque le système de ventilation fonctionne à
nouveau.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.17";"; D. 885-2001, a. 377; 8
0
5
-
2
0
2
0D. 805-2020, a. 1 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.18";".  Réparations:  Avant de procéder à des réparations, on doit s’assurer que les éléments en position
levée, sont bien bloqués.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.18";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.19";".  Surlongueur de charges:  Lorsque le chargement excède de 900 mm, à l’arrière, la longueur
d’un camion, on doit installer à l’extrémité du chargement:SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 86 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.19";"; D. 329-94, a. 57."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11";". —  Chauffage temporaire"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.1";".  Tout approvisionnement temporaire de chaleur doit être assuré au moyen d’appareils dont
l’installation et le fonctionnement ne présentent aucun danger.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.1";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.2";".  L’emploi d’appareils de chauffage à l’essence ou au naphte est interdit.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.2";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.3";".  Tout appareil de chauffage à l’huile combustible ou au gaz, à l’exception de ceux dans lesquels
l’air est en contact direct avec la flamme, doit être muni d’un conduit d’évent.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.3";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.4";".  Tout appareil de chauffage par combustion doit être:
a) situé, protégé et utilisé de façon qu’il n’y ait aucun risque de mettre le feu:
i. aux bâches des abris ou à tout autre abri temporaire similaire; ou
ii. au bois ou à toute autre matière combustible placée à proximité;
b) utilisé dans un espace restreint seulement s’il y a:
i. un volume d’air suffisant pour une combustion normale; et
ii. une ventilation suffisante;
c) protégé contre tout dommage ou danger de renversement;
d) situé de façon à ne pas obstruer les moyens d’évacuation;
e) si le combustible utilisé est solide, relié à une cheminée métallique afin d’évacuer à l’extérieur les
produits qui se dégagent de la combustion; et
f) relié au réservoir de combustible liquide à l’aide de tuyauterie bien protégée contre tout dommage.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.4";"; D. 329-94, a. 58."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.5";".  Un radiateur électrique doit être certifié selon la norme Radiateurs électriques, CAN/CSA C"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 22.2";"n
° 46, applicable au moment de sa fabrication.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.5";"; D. 393-2011, a. 14."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.6";".  Les appareils de chauffage à l’huile combustible doivent être installés conformément à la norme
Code d’installation pour équipement de combustion d’huile ACNOR B139 — 1971, à l’exception toutefois de
la clause"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 12.3";"de cette même norme.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.6";".SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 87 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.7";".  Tout radiateur, appareil et équipement alimenté au gaz naturel et utilisé sur un chantier de
construction doit:
a) être conforme à la norme Code d’installation du gaz naturel CAN/CSA B."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 149.1";"-M91, s’il est alimenté
au gaz naturel, et à la norme Code d’installation du propane CAN/CSA B."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 149.2";"-M91, s’il est alimenté au gaz
propane; et
b) ne pas rejeter dans le milieu de travail des gaz qui auraient pour effet d’y augmenter la concentration
des gaz au-delà des normes prescrites à l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.10.8";".
Le paragraphe b du premier alinéa s’applique également aux radiateurs à l’huile utilisés sur les chantiers de
construction.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.7";"; D. 329-94, a. 59; D. 1413-98, a. 19."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.8";".  La mise en place d’un appareil de chauffage à combustibles solides, y compris le montage, les
dégagements et l’alimentation en air, doivent être conformes à la norme Code d’installation des appareils à
combustibles solides et du matériel connexe CAN/CSA-B365.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.8";"; D. 606-2014, a. 18."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.9";".  Les conduites de distribution d’air chaud et de reprise d’air doivent être faites d’un matériau
incombustible et être suffisamment appuyées.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.11.9";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12";". —  Alimentation en vapeur"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.1";".  L’alimentation en vapeur doit être assurée au moyen d’appareils dont l’installation et le
fonctionnement ne présentent aucun danger.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.1";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.2";".  Les conduites d’alimentation en vapeur doivent être clairement identifiées.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.2";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.3";".  Personne ne doit débrancher ou entreprendre de réparer une section d’une conduite de vapeur,
alors qu’elle est sous pression, avant de s’être assuré que toutes les précautions ont été prises afin de parer à
tout danger.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.3";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.4";".  Tout tuyau de vapeur d’un engin de battage de pieux doit être retenu par un câble d’acier ou une
chaîne, pour éviter tout fouettement.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.4";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.5";".  Tout système d’alimentation en vapeur doit être isolé ou protégé de façon qu’aucun travailleur ne
puisse se trouver en contact avec la tuyauterie.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.12.5";".SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 88 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13";". —  Alimentation en gaz sous pression
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, ss."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13";"; 8
0
5
-
2
0
2
0D. 805-2020, a. 2 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.1";".  La tuyauterie où circule de l’air comprimé ou du gaz sous pression doit être protégée contre tout
choc et être clairement identifiée quant à la nature de son contenu.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.1";"; D. 1413-98, a. 20."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.2";".  Avant de déconnecter ou de réparer un raccord ou une section d’une tuyauterie où circule du gaz
sous-pression, l’alimentation de la tuyauterie doit être coupée et cette tuyauterie doit être dépressurisée
complètement.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.2";"; D. 1413-98, a. 20; 8
0
5
-
2
0
2
0D. 805-2020, a. 3 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.3";".  Tuyauterie d’air:  Les raccords des sections d’une tuyauterie flexible où circule de l’air comprimé
doivent être munis de l’un des dispositifs suivants:
a) une chaîne ou un câble d’acier fixé de chaque côté d’un raccord;
b) un dispositif d’autoverrouillage;
c) un dispositif de blocage.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.3";"; D. 1959-86, a. 23; D. 329-94, a. 60; D. 1413-98, a. 20."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.4";".  Il est interdit d’entreposer une bouteille d’oxygène à moins de 6 m d’une bouteille de gaz
inflammable ou d’une matière combustible telle de l’huile ou de la graisse, à moins qu’elle n’en soit séparée
par une cloison faite d’un matériau incombustible, d’une hauteur minimale de 1,5 m et d’une résistance au feu
d’au moins 30 minutes.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.4";"; D. 1413-98, a. 20."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.5";".  Toute bouteille de gaz sous-pression doit être:
a) conforme à la Loi sur les appareils sous pression (chapitre A-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 20.01";") et à ses règlements;
b) tenue à l’écart de toute source de chaleur susceptible d’élever la température du contenu au-delà de
55 ºC;
c) utilisée aux fins pour lesquelles elle est destinée;
d) manipulée de façon à ne pas l’endommager.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.5";"; D. 1413-98, a. 20; 8
0
5
-
2
0
2
0D. 805-2020, a. 3 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.6";".  Une bouteille de gaz sous-pression ne peut être utilisée qu’aux conditions suivantes:
a) elle est placée debout, de manière à ce que le dispositif limitateur de pression soit en contact constant
et direct avec la phase gazeuse;
b) elle est fixée à une structure rigide ou retenue soit sur un chariot conçu pour le transport d’une telle
bouteille, soit sur le véhicule qu’elle alimente.
D. 1413-98, a. 20; 8
0
5
-
2
0
2
0D. 805-2020, a. 3 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.7";".  Lorsqu’une bouteille de gaz sous-pression n’est pas en phase d’utilisation:SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 89 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.8";".  Des bouteilles de gaz sous-pression reliées en série par un collecteur doivent être supportées,
maintenues ensemble et former une unité, à l’aide d’un cadre ou d’une autre installation conçue à cette fin et
les robinets et dispositifs de sécurité doivent être à l’abri des chocs.
D. 1413-98, a. 20; 8
0
5
-
2
0
2
0D. 805-2020, a. 3 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.9";".  Il est interdit d’utiliser le collier ou le capuchon-protecteur d’une soupape pour soulever une
bouteille de gaz sous-pression.
D. 1413-98, a. 20; 8
0
5
-
2
0
2
0D. 805-2020, a. 3 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.13.10";".  Toute bouteille de gaz propane qui n’est pas raccordée en vue de son utilisation doit être
entreposée à l’extérieur et à l’abri de toute manipulation non autorisée, dans l’un des endroits suivants:
a) dans un lieu où il n’y a pas de déplacement de véhicules ou d’équipement mobile;
b) dans une aire qui est protégée par une barrière continue ou des tréteaux d’une hauteur d’au moins
0,7 m de hauteur.
D. 1413-98, a. 20."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.14";". —  Soudage et découpage"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.14.1";".  Les opérations de soudage et de découpage sont interdites à proximité de matériaux combustibles
ou dans les lieux contenant des poussières, gaz ou vapeurs inflammables ou explosives, à moins que des
précautions ne soient prises pour prévenir le feu ou les explosions.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.14.1";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.14.2";".  Tout travail de soudage ou de découpage à l’électricité ou au gaz, de même que l’installation, le
maniement et l’entretien de l’équipement requis pour ce faire, doivent être conformes à la norme Règles de
sécurité en soudage, coupage et procédés connexes CAN/CSA-W"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 117.2";"-M87, à l’exception de
l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 7.8.2.2";".
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.14.2";"; D. 1413-98, a. 21."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.14.3";".  On ne doit effectuer aucun découpage, soudage ni aucun travail à flamme nue sur un récipient, un
réservoir, un tuyau ou autre contenant pouvant contenir une substance inflammable ou explosive à moins que:
a) l’on n’ait prélevé des échantillons d’air indiquant que le travail peut être fait sans danger; ou
b) l’on n’ait pris des dispositions conformément à la sous-section"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 9.8";"de la norme Règles de sécurité en
soudage, coupage et procédés connexes CAN/CSA W"
